id,Name,home,price,email,properties
10469,casa fea,5898,1526.85,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10470,casa fea,139,2208.34,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10471,casa fea,6559,7782.18,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10472,casa fea,3574,8962.53,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10473,eren,9197,6244.52,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10474,eren,8151,9254.47,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10475,casa cara,9930,2247.67,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10476,eren,5887,4064.07,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10477,casa linda,7760,704.01,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10478,micasa,5925,8735.71,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10479,casa linda,2566,3949.68,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10480,casa fea,8014,6858.36,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10481,micasa,2212,476.02,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10482,casa fea,1202,493.99,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10483,micasa,3096,5285.22,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10484,casa linda,5365,6450.55,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10485,casa linda,3237,9558.95,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10486,Luxory House Penhose li`duwhat,4344,9632.47,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10487,eren,7064,8199.94,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10488,casa cara,398,4862.28,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10489,eren,5394,9201.71,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10490,micasa,4701,8217.36,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10491,micasa,9071,5682.28,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10492,eren,7702,8439.68,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10493,casa cara,3584,7715.16,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10494,micasa,1992,8668.86,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10495,eren,3820,5426.63,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10496,casa cara,7305,5985.34,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10497,eren,9192,9534.06,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10498,Luxory House Penhose li`duwhat,7637,6202.19,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10499,casa cara,1162,750.15,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10500,Luxory House Penhose li`duwhat,4181,4711.21,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10501,casa linda,4733,8690.91,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10502,casa fea,2220,9838.58,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10503,casa cara,6612,7716.26,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10504,eren,8630,7235.79,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10505,casa fea,4563,5336.19,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10506,casa fea,8733,9891.86,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10507,micasa,4331,4970.81,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10508,Luxory House Penhose li`duwhat,7338,3940.58,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10509,micasa,2569,1364.89,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10510,casa fea,8457,9908.07,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10511,micasa,316,6744.22,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10512,casa fea,3474,6381.64,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10513,casa linda,5579,5880.77,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10514,Luxory House Penhose li`duwhat,3533,7233.2,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10515,micasa,1094,2050.83,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10516,casa fea,8179,8747.13,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10517,casa fea,824,4850.94,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10518,eren,4891,7043.48,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10519,casa cara,9562,5725.2,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10520,casa fea,5039,604.29,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10521,casa linda,6534,4716.5,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10522,eren,3958,1441.27,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10523,casa fea,110,1964.98,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10524,Luxory House Penhose li`duwhat,823,8917.01,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10525,micasa,4645,5425.08,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10526,eren,1827,2440.39,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10527,casa linda,574,1708.85,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10528,casa fea,8970,4828.58,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10529,micasa,620,7390,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10530,Luxory House Penhose li`duwhat,926,3414.37,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10531,casa cara,9820,1484.64,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10532,casa fea,7075,1035.13,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10533,casa fea,1055,4120.46,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10534,casa cara,5562,4440.61,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10535,casa cara,4654,9324.69,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10536,casa fea,7849,6275.89,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10537,casa linda,8238,5013.33,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10538,casa cara,402,2105.43,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10539,eren,9482,1952.96,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10540,eren,3241,8703.88,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10541,Luxory House Penhose li`duwhat,6751,5135.86,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10542,casa linda,7552,3102.84,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10543,casa fea,9502,5127.47,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10544,casa linda,9059,540.93,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10545,casa fea,6104,2061.07,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10546,casa linda,8868,1396.05,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10547,Luxory House Penhose li`duwhat,1627,5331.18,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10548,casa linda,5835,1726.88,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10549,casa linda,2311,8830.58,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10550,casa linda,7229,2833.63,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10551,casa fea,8840,4726.71,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10552,casa fea,2686,124.13,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10553,casa cara,3678,7065.82,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10554,eren,6199,3683.07,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10555,casa cara,5920,3421.68,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10556,Luxory House Penhose li`duwhat,3167,114.72,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10557,eren,4791,5114.38,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10558,micasa,8729,46.88,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10559,Luxory House Penhose li`duwhat,3344,962.67,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10560,Luxory House Penhose li`duwhat,9061,6216.29,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10561,eren,5069,1888.64,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10562,micasa,6316,3507.91,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10563,casa linda,6521,7226.42,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10564,casa fea,9310,4970.85,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10565,casa fea,7893,6158.76,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10566,casa fea,6406,2466.85,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10567,casa fea,7932,8711.54,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10568,micasa,6755,7804.68,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10569,micasa,3020,4754.29,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10570,casa cara,5577,9031.98,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10571,casa cara,683,230.9,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10572,micasa,4785,4885.65,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10573,micasa,2029,6721.51,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10574,casa cara,690,4476.64,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10575,casa cara,22,5097.25,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10576,Luxory House Penhose li`duwhat,9266,6930.93,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10577,casa cara,8721,8220.34,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10578,Luxory House Penhose li`duwhat,4275,3626.14,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10579,Luxory House Penhose li`duwhat,9126,8217.8,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10580,micasa,9477,1269.27,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10581,casa cara,3364,9707.69,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10582,micasa,103,4176.26,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10583,micasa,8860,8702.59,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10584,eren,2178,2490.16,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10585,micasa,1844,5201.83,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10586,eren,9708,375.7,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10587,casa linda,6336,4707.01,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10588,Luxory House Penhose li`duwhat,3193,3848.08,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10589,micasa,272,1434.79,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10590,eren,1203,6038.39,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10591,eren,9,4392.68,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10592,casa fea,6298,933.38,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10593,Luxory House Penhose li`duwhat,3191,2233.36,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10594,casa linda,4828,4972.17,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10595,casa linda,2419,5042.61,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10596,Luxory House Penhose li`duwhat,5114,125.11,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10597,micasa,5784,4435.07,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10598,Luxory House Penhose li`duwhat,3448,246.16,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10599,eren,7417,4661.47,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10600,Luxory House Penhose li`duwhat,3211,283.67,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10601,Luxory House Penhose li`duwhat,3902,671.58,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10602,casa linda,230,7488.49,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10603,eren,7512,2981.36,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10604,casa fea,1886,2440.44,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10605,eren,2282,867.97,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10606,Luxory House Penhose li`duwhat,1493,6767.55,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10607,micasa,7480,2235.95,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10608,eren,4275,6647.21,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10609,casa cara,913,5445.7,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10610,Luxory House Penhose li`duwhat,909,2336.78,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10611,casa fea,1367,4679.5,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10612,casa cara,9952,4462.25,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10613,casa cara,6990,771.69,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10614,micasa,9133,6104.04,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10615,eren,1936,2030.96,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10616,micasa,1127,4848.49,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10617,Luxory House Penhose li`duwhat,7833,3417.89,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10618,casa linda,8728,8165.97,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10619,eren,2557,8484.4,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10620,casa linda,1008,5434.06,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'1',""Garage"":'no',""Wc"":'1/2',""kitchen"":'12',""for"":'single'}"
10621,casa linda,1760,8349.02,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'4',""Garage"":'no',""Wc"":'4',""kitchen"":'3',""for"":'single'}"
10622,casa linda,3467,1133.94,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10623,casa fea,3191,9560.11,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10624,eren,8240,5492.33,.@notsend.com,"{""Animals"":""yes"",""Bedrooms"":'2',""Garage"":'yes',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
10625,eren,5186,7221.39,.@notsend.com,"{""Animals"":""no"",""Bedrooms"":'2',""Garage"":'maybe',""Wc"":'1',""kitchen"":'1',""for"":'married'}"
